word,1,2,3,4,5,6,7
именно,10.0,0.0,11.0,0.0,0.0,0.0,8.0
очно,15.0,6.0,8.0,0.0,0.0,0.0,0.0
ней,0.0,8.0,7.0,0.0,0.0,8.0,6.0
университет,7.0,0.0,0.0,9.0,0.0,6.0,7.0
программе,6.0,0.0,6.0,0.0,0.0,0.0,17.0
студент,0.0,0.0,8.0,9.0,0.0,12.0,0.0
рекламу,14.0,7.0,0.0,0.0,0.0,8.0,0.0
вечер,6.0,0.0,10.0,7.0,6.0,0.0,0.0
студентам,8.0,0.0,7.0,7.0,0.0,7.0,0.0
другие,0.0,0.0,0.0,14.0,15.0,0.0,0.0
вашем,0.0,0.0,11.0,0.0,7.0,10.0,0.0
нужен,0.0,0.0,6.0,0.0,0.0,7.0,15.0
спортивные,6.0,7.0,0.0,8.0,7.0,0.0,0.0
места,12.0,7.0,0.0,0.0,0.0,9.0,0.0
экзамене,0.0,0.0,11.0,0.0,0.0,10.0,7.0
пряниках,0.0,10.0,0.0,0.0,0.0,9.0,9.0
it,0.0,6.0,7.0,8.0,0.0,0.0,7.0
секция,0.0,0.0,14.0,7.0,0.0,7.0,0.0
испытания,9.0,5.0,0.0,0.0,8.0,0.0,6.0
свой,0.0,0.0,6.0,0.0,7.0,8.0,6.0
информатику,0.0,6.0,0.0,0.0,6.0,15.0,0.0
предметы,8.0,0.0,0.0,10.0,0.0,0.0,9.0
проходить,0.0,0.0,0.0,11.0,10.0,6.0,0.0
данных,7.0,6.0,7.0,0.0,7.0,0.0,0.0
экономике,0.0,0.0,0.0,10.0,9.0,8.0,0.0
заселения,0.0,0.0,0.0,7.0,0.0,9.0,11.0
строительство,7.0,0.0,13.0,0.0,0.0,7.0,0.0
издательского,7.0,6.0,8.0,0.0,6.0,0.0,0.0
хочешь,0.0,0.0,14.0,0.0,0.0,13.0,0.0
уйти,12.0,6.0,8.0,0.0,0.0,0.0,0.0
большие,0.0,6.0,11.0,9.0,0.0,0.0,0.0
московский,0.0,12.0,7.0,0.0,0.0,0.0,7.0
биотехнологии,0.0,0.0,8.0,0.0,11.0,7.0,0.0
пропуск,0.0,0.0,7.0,0.0,0.0,6.0,13.0
отлично,0.0,0.0,14.0,0.0,6.0,6.0,0.0
заселиться,0.0,0.0,8.0,9.0,9.0,0.0,0.0
более,0.0,6.0,0.0,9.0,11.0,0.0,0.0
получения,9.0,0.0,0.0,10.0,7.0,0.0,0.0
прикладной,0.0,0.0,0.0,8.0,10.0,7.0,0.0
е,0.0,0.0,9.0,9.0,0.0,0.0,7.0
сможет,0.0,13.0,0.0,12.0,0.0,0.0,0.0
группа,9.0,8.0,0.0,0.0,0.0,0.0,8.0
лекции,11.0,0.0,6.0,0.0,0.0,8.0,0.0
брал,7.0,6.0,6.0,0.0,6.0,0.0,0.0
долгов,7.0,0.0,0.0,10.0,8.0,0.0,0.0
списать,0.0,0.0,0.0,0.0,0.0,14.0,11.0
предмет,7.0,10.0,8.0,0.0,0.0,0.0,0.0
веб,0.0,8.0,8.0,0.0,0.0,8.0,0.0
электротехнике,0.0,0.0,0.0,8.0,10.0,0.0,6.0
преподы,8.0,8.0,0.0,8.0,0.0,0.0,0.0
баллы,11.0,6.0,7.0,0.0,0.0,0.0,0.0
числах,0.0,0.0,0.0,7.0,10.0,7.0,0.0
пришла,0.0,0.0,0.0,0.0,11.0,0.0,13.0
москве,0.0,0.0,0.0,0.0,0.0,0.0,24.0
проекта,8.0,9.0,0.0,7.0,0.0,0.0,0.0
месяца,0.0,6.0,9.0,0.0,0.0,9.0,0.0
дня,13.0,0.0,11.0,0.0,0.0,0.0,0.0
оценки,7.0,0.0,0.0,11.0,0.0,6.0,0.0
очнозаочное,10.0,0.0,0.0,0.0,8.0,0.0,6.0
заочное,9.0,7.0,0.0,0.0,0.0,8.0,0.0
платят,0.0,0.0,6.0,0.0,8.0,9.0,0.0
отчислили,6.0,0.0,8.0,0.0,9.0,0.0,0.0
учеба,0.0,7.0,0.0,0.0,0.0,6.0,10.0
клуб,7.0,9.0,7.0,0.0,0.0,0.0,0.0
вычислительная,0.0,0.0,0.0,0.0,11.0,0.0,12.0
повышенную,0.0,0.0,0.0,0.0,9.0,8.0,6.0
экзаменов,10.0,0.0,7.0,0.0,0.0,6.0,0.0
учебный,0.0,0.0,0.0,9.0,7.0,7.0,0.0
учат,0.0,7.0,0.0,7.0,0.0,0.0,9.0
физры,0.0,0.0,0.0,0.0,6.0,8.0,9.0
заселяют,0.0,0.0,0.0,0.0,9.0,7.0,7.0
людей,7.0,0.0,8.0,0.0,8.0,0.0,0.0
них,7.0,10.0,0.0,0.0,0.0,0.0,6.0
курсов,0.0,8.0,6.0,0.0,0.0,0.0,9.0
информации,0.0,7.0,0.0,0.0,0.0,7.0,8.0
обязательно,0.0,0.0,6.0,0.0,0.0,8.0,8.0
данный,7.0,6.0,0.0,9.0,0.0,0.0,0.0
этих,7.0,7.0,0.0,0.0,8.0,0.0,0.0
академа,11.0,11.0,0.0,0.0,0.0,0.0,0.0
технических,0.0,8.0,0.0,0.0,6.0,8.0,0.0
препод,7.0,0.0,6.0,0.0,0.0,9.0,0.0
какойто,0.0,0.0,0.0,0.0,8.0,6.0,8.0
философии,0.0,0.0,0.0,13.0,9.0,0.0,0.0
переводе,0.0,7.0,7.0,0.0,8.0,0.0,0.0
экзаменам,0.0,0.0,0.0,7.0,9.0,6.0,0.0
мультимедиа,8.0,8.0,6.0,0.0,0.0,0.0,0.0
договориться,9.0,0.0,0.0,0.0,0.0,7.0,6.0
преподавателей,9.0,0.0,0.0,0.0,6.0,7.0,0.0
информация,0.0,0.0,0.0,11.0,10.0,0.0,0.0
совмещать,8.0,0.0,6.0,7.0,0.0,0.0,0.0
деньги,0.0,0.0,0.0,0.0,11.0,0.0,10.0
программирования,0.0,11.0,10.0,0.0,0.0,0.0,0.0
потерял,0.0,0.0,0.0,0.0,0.0,8.0,13.0
сильно,0.0,6.0,8.0,0.0,0.0,7.0,0.0
вариант,11.0,10.0,0.0,0.0,0.0,0.0,0.0
образование,0.0,0.0,0.0,0.0,0.0,0.0,21.0
материалов,7.0,0.0,6.0,0.0,0.0,8.0,0.0
химии,0.0,0.0,0.0,9.0,12.0,0.0,0.0
продат,0.0,7.0,6.0,8.0,0.0,0.0,0.0
бакалавриат,6.0,0.0,0.0,9.0,6.0,0.0,0.0
физика,0.0,0.0,0.0,9.0,11.0,0.0,0.0
хочет,0.0,6.0,6.0,0.0,0.0,0.0,8.0
отчислить,0.0,0.0,0.0,0.0,8.0,6.0,6.0
обучении,12.0,0.0,0.0,8.0,0.0,0.0,0.0
история,0.0,0.0,0.0,0.0,0.0,12.0,8.0
основы,0.0,6.0,6.0,0.0,0.0,0.0,8.0
программа,0.0,0.0,6.0,0.0,0.0,7.0,7.0
информационной,7.0,7.0,6.0,0.0,0.0,0.0,0.0
оно,12.0,0.0,0.0,0.0,0.0,8.0,0.0
преподаватели,0.0,0.0,6.0,7.0,7.0,0.0,0.0
немного,0.0,0.0,14.0,0.0,0.0,0.0,6.0
момент,0.0,6.0,7.0,7.0,0.0,0.0,0.0
деле,0.0,0.0,0.0,0.0,7.0,6.0,6.0
учебы,0.0,6.0,0.0,0.0,0.0,6.0,7.0
тяжело,0.0,0.0,0.0,0.0,0.0,13.0,6.0
разницу,0.0,6.0,7.0,0.0,6.0,0.0,0.0
ходил,0.0,6.0,0.0,0.0,0.0,6.0,7.0
пж,13.0,6.0,0.0,0.0,0.0,0.0,0.0
заселили,0.0,0.0,0.0,0.0,9.0,0.0,10.0
себе,6.0,0.0,6.0,0.0,0.0,7.0,0.0
графики,0.0,8.0,11.0,0.0,0.0,0.0,0.0
проект,0.0,9.0,0.0,10.0,0.0,0.0,0.0
владимирович,0.0,0.0,0.0,0.0,0.0,8.0,11.0
такая,6.0,0.0,13.0,0.0,0.0,0.0,0.0
дизайна,0.0,11.0,0.0,0.0,8.0,0.0,0.0
поделиться,9.0,10.0,0.0,0.0,0.0,0.0,0.0
господа,0.0,6.0,13.0,0.0,0.0,0.0,0.0
машин,0.0,0.0,0.0,10.0,9.0,0.0,0.0
кабинете,0.0,0.0,0.0,0.0,0.0,7.0,11.0
гидравлике,0.0,0.0,0.0,9.0,9.0,0.0,0.0
ребятки,0.0,0.0,0.0,0.0,10.0,0.0,8.0
первокурсников,10.0,0.0,0.0,0.0,0.0,0.0,8.0
справка,0.0,0.0,0.0,11.0,0.0,0.0,7.0
команда,0.0,0.0,6.0,0.0,6.0,6.0,0.0
машиностроение,0.0,0.0,0.0,0.0,11.0,0.0,7.0
преподавателя,0.0,0.0,0.0,9.0,0.0,0.0,9.0
бизнесом,11.0,7.0,0.0,0.0,0.0,0.0,0.0
машиностроения,0.0,9.0,9.0,0.0,0.0,0.0,0.0
скидку,0.0,0.0,0.0,9.0,9.0,0.0,0.0
открытые,0.0,0.0,9.0,8.0,0.0,0.0,0.0
документов,0.0,0.0,0.0,9.0,0.0,8.0,0.0
транспортные,0.0,0.0,0.0,8.0,9.0,0.0,0.0
красный,0.0,0.0,0.0,9.0,8.0,0.0,0.0
форме,11.0,0.0,0.0,0.0,6.0,0.0,0.0
часто,9.0,0.0,0.0,0.0,8.0,0.0,0.0
комфортности,10.0,7.0,0.0,0.0,0.0,0.0,0.0
неделю,6.0,0.0,0.0,0.0,11.0,0.0,0.0
рекламе,7.0,10.0,0.0,0.0,0.0,0.0,0.0
колледжа,7.0,10.0,0.0,0.0,0.0,0.0,0.0
предметов,7.0,10.0,0.0,0.0,0.0,0.0,0.0
норм,0.0,8.0,0.0,0.0,9.0,0.0,0.0
математику,0.0,8.0,0.0,0.0,0.0,8.0,0.0
механике,0.0,0.0,0.0,7.0,9.0,0.0,0.0
детали,0.0,0.0,0.0,8.0,8.0,0.0,0.0
ps,0.0,0.0,0.0,8.0,8.0,0.0,0.0
повышенной,10.0,6.0,0.0,0.0,0.0,0.0,0.0
комиссия,8.0,0.0,0.0,0.0,8.0,0.0,0.0
эту,7.0,0.0,0.0,0.0,0.0,9.0,0.0
среди,0.0,7.0,0.0,9.0,0.0,0.0,0.0
отчисления,0.0,0.0,7.0,0.0,0.0,9.0,0.0
владимировна,0.0,0.0,0.0,0.0,0.0,10.0,6.0
какиенибудь,0.0,0.0,7.0,0.0,9.0,0.0,0.0
брать,9.0,0.0,7.0,0.0,0.0,0.0,0.0
процесс,0.0,0.0,6.0,10.0,0.0,0.0,0.0
учимся,0.0,0.0,0.0,0.0,0.0,9.0,7.0
каникулы,0.0,0.0,0.0,0.0,6.0,0.0,10.0
социальную,8.0,0.0,0.0,0.0,0.0,8.0,0.0
курсовую,8.0,0.0,0.0,0.0,7.0,0.0,0.0
ответить,0.0,0.0,0.0,8.0,0.0,7.0,0.0
общагах,0.0,0.0,0.0,7.0,0.0,0.0,8.0
безопасности,8.0,0.0,7.0,0.0,0.0,0.0,0.0
жить,0.0,7.0,8.0,0.0,0.0,0.0,0.0
учба,8.0,7.0,0.0,0.0,0.0,0.0,0.0
плиз,0.0,0.0,0.0,8.0,0.0,7.0,0.0
туда,0.0,0.0,8.0,0.0,0.0,7.0,0.0
менеджмент,6.0,0.0,0.0,0.0,0.0,9.0,0.0
начинается,0.0,0.0,0.0,0.0,0.0,7.0,8.0
связь,0.0,8.0,0.0,7.0,0.0,0.0,0.0
тоэ,0.0,0.0,0.0,7.0,8.0,0.0,0.0
разбирается,0.0,0.0,0.0,8.0,0.0,0.0,7.0
магу,0.0,0.0,6.0,9.0,0.0,0.0,0.0
деятельности,0.0,6.0,0.0,0.0,0.0,0.0,9.0
каждый,0.0,6.0,0.0,0.0,0.0,9.0,0.0
тест,0.0,6.0,9.0,0.0,0.0,0.0,0.0
учишься,0.0,0.0,6.0,0.0,9.0,0.0,0.0
отчислении,0.0,8.0,0.0,0.0,0.0,7.0,0.0
занимается,0.0,0.0,6.0,0.0,9.0,0.0,0.0
наших,0.0,0.0,0.0,7.0,8.0,0.0,0.0
лучших,0.0,0.0,0.0,7.0,8.0,0.0,0.0
поступивших,8.0,6.0,0.0,0.0,0.0,0.0,0.0
техмех,0.0,0.0,0.0,7.0,7.0,0.0,0.0
типа,0.0,0.0,0.0,0.0,0.0,8.0,6.0
упаковочного,0.0,7.0,0.0,0.0,7.0,0.0,0.0
программы,7.0,0.0,0.0,0.0,0.0,0.0,7.0
строймех,0.0,0.0,0.0,7.0,7.0,0.0,0.0
помогаем,0.0,0.0,0.0,7.0,7.0,0.0,0.0
студенческий,6.0,0.0,0.0,0.0,0.0,0.0,8.0
экзамена,0.0,6.0,0.0,8.0,0.0,0.0,0.0
получил,0.0,8.0,6.0,0.0,0.0,0.0,0.0
получи,0.0,0.0,0.0,7.0,7.0,0.0,0.0
различным,0.0,0.0,0.0,7.0,7.0,0.0,0.0
скажи,0.0,0.0,0.0,7.0,7.0,0.0,0.0
хотя,0.0,14.0,0.0,0.0,0.0,0.0,0.0
языкам,0.0,0.0,0.0,7.0,7.0,0.0,0.0
летия,0.0,0.0,0.0,0.0,0.0,8.0,6.0
idрадей,0.0,0.0,0.0,7.0,7.0,0.0,0.0
окажут,0.0,0.0,0.0,7.0,7.0,0.0,0.0
вступил,0.0,0.0,0.0,7.0,7.0,0.0,0.0
купить,0.0,0.0,6.0,0.0,0.0,0.0,8.0
clubhelpik,0.0,0.0,0.0,7.0,7.0,0.0,0.0
вузов,7.0,0.0,7.0,0.0,0.0,0.0,0.0
знатоков,0.0,0.0,0.0,7.0,7.0,0.0,0.0
исполнителя,0.0,0.0,0.0,7.0,7.0,0.0,0.0
большой,0.0,7.0,0.0,0.0,0.0,7.0,0.0
нашего,0.0,0.0,0.0,0.0,0.0,6.0,8.0
начинаются,0.0,0.0,0.0,0.0,0.0,6.0,8.0
вступи,0.0,0.0,0.0,7.0,7.0,0.0,0.0
idсопромат,0.0,0.0,0.0,7.0,7.0,0.0,0.0
комунибудь,0.0,0.0,0.0,8.0,0.0,6.0,0.0
idматематика,0.0,0.0,0.0,7.0,7.0,0.0,0.0
зал,0.0,0.0,6.0,0.0,0.0,0.0,8.0
написано,0.0,0.0,0.0,8.0,0.0,6.0,0.0
долгам,0.0,0.0,0.0,7.0,7.0,0.0,0.0
бюджетных,0.0,0.0,7.0,0.0,0.0,7.0,0.0
idматвей,0.0,0.0,0.0,7.0,7.0,0.0,0.0
грин,0.0,0.0,0.0,7.0,7.0,0.0,0.0
данном,8.0,6.0,0.0,0.0,0.0,0.0,0.0
любую,0.0,0.0,0.0,7.0,7.0,0.0,0.0
девушки,0.0,0.0,0.0,0.0,7.0,7.0,0.0
очное,8.0,0.0,0.0,0.0,6.0,0.0,0.0
самое,0.0,7.0,6.0,0.0,0.0,0.0,0.0
че,0.0,6.0,0.0,0.0,0.0,0.0,7.0
комиссию,7.0,0.0,0.0,0.0,6.0,0.0,0.0
системах,0.0,6.0,0.0,0.0,0.0,0.0,7.0
кафедры,0.0,0.0,0.0,0.0,0.0,7.0,6.0
причине,13.0,0.0,0.0,0.0,0.0,0.0,0.0
николаевич,0.0,7.0,0.0,0.0,0.0,0.0,6.0
которых,0.0,0.0,7.0,0.0,6.0,0.0,0.0
второго,0.0,0.0,7.0,0.0,6.0,0.0,0.0
легко,0.0,6.0,0.0,0.0,0.0,7.0,0.0
учебного,0.0,0.0,0.0,7.0,0.0,0.0,6.0
график,0.0,0.0,6.0,0.0,7.0,0.0,0.0
личном,0.0,0.0,0.0,0.0,0.0,6.0,7.0
жизнь,0.0,6.0,0.0,7.0,0.0,0.0,0.0
магистры,7.0,0.0,0.0,0.0,0.0,0.0,6.0
сапр,0.0,6.0,0.0,0.0,0.0,7.0,0.0
чего,0.0,6.0,0.0,0.0,0.0,7.0,0.0
сам,0.0,0.0,7.0,0.0,0.0,0.0,6.0
поделитесь,0.0,0.0,7.0,0.0,0.0,0.0,6.0
экономика,7.0,0.0,0.0,0.0,0.0,0.0,6.0
практики,0.0,7.0,6.0,0.0,0.0,0.0,0.0
под,6.0,0.0,0.0,0.0,0.0,7.0,0.0
собрании,0.0,0.0,0.0,0.0,0.0,0.0,13.0
б,0.0,0.0,13.0,0.0,0.0,0.0,0.0
получать,0.0,0.0,7.0,0.0,0.0,0.0,6.0
поменять,0.0,0.0,6.0,0.0,7.0,0.0,0.0
пойти,0.0,7.0,0.0,0.0,6.0,0.0,0.0
поэтому,0.0,0.0,6.0,0.0,7.0,0.0,0.0
кампусную,0.0,0.0,0.0,0.0,0.0,0.0,13.0
пар,6.0,6.0,0.0,0.0,0.0,0.0,0.0
количество,0.0,0.0,6.0,0.0,6.0,0.0,0.0
балл,0.0,0.0,6.0,0.0,6.0,0.0,0.0
группе,0.0,0.0,0.0,0.0,0.0,0.0,12.0
корпус,0.0,6.0,6.0,0.0,0.0,0.0,0.0
поступление,0.0,0.0,6.0,0.0,0.0,6.0,0.0
обращаться,0.0,0.0,0.0,0.0,6.0,0.0,6.0
подробнее,0.0,0.0,6.0,0.0,0.0,6.0,0.0
задать,6.0,6.0,0.0,0.0,0.0,0.0,0.0
смысл,0.0,6.0,0.0,0.0,0.0,0.0,6.0
русскому,0.0,6.0,6.0,0.0,0.0,0.0,0.0
мами,0.0,0.0,0.0,0.0,0.0,0.0,12.0
презентаций,0.0,0.0,0.0,0.0,0.0,0.0,12.0
своей,0.0,6.0,0.0,0.0,0.0,0.0,6.0
россии,0.0,0.0,0.0,0.0,0.0,0.0,12.0
условия,0.0,0.0,0.0,0.0,0.0,11.0,0.0
вшэ,0.0,0.0,11.0,0.0,0.0,0.0,0.0
аудитории,0.0,0.0,0.0,0.0,0.0,0.0,11.0
матпомощь,0.0,0.0,0.0,0.0,0.0,0.0,11.0
направлениях,11.0,0.0,0.0,0.0,0.0,0.0,0.0
девочки,0.0,0.0,0.0,0.0,0.0,0.0,11.0
нести,0.0,0.0,0.0,0.0,0.0,0.0,10.0
посвящение,0.0,0.0,0.0,0.0,0.0,0.0,10.0
рубежом,0.0,0.0,0.0,0.0,0.0,0.0,10.0
подготовки,0.0,0.0,0.0,0.0,10.0,0.0,0.0
связаться,0.0,10.0,0.0,0.0,0.0,0.0,0.0
университетов,0.0,0.0,0.0,0.0,0.0,0.0,10.0
вторую,0.0,0.0,0.0,0.0,0.0,10.0,0.0
собрание,0.0,0.0,0.0,0.0,0.0,0.0,10.0
перейти,0.0,0.0,0.0,10.0,0.0,0.0,0.0
сергей,0.0,0.0,0.0,0.0,0.0,0.0,10.0
фит,0.0,10.0,0.0,0.0,0.0,0.0,0.0
квартиру,0.0,0.0,0.0,10.0,0.0,0.0,0.0
вчера,0.0,0.0,0.0,0.0,0.0,0.0,9.0
другом,0.0,0.0,0.0,9.0,0.0,0.0,0.0
своих,9.0,0.0,0.0,0.0,0.0,0.0,0.0
деятельность,0.0,0.0,9.0,0.0,0.0,0.0,0.0
интеллектуальные,9.0,0.0,0.0,0.0,0.0,0.0,0.0
карты,0.0,0.0,0.0,0.0,0.0,0.0,9.0
спросить,9.0,0.0,0.0,0.0,0.0,0.0,0.0
мгупе,0.0,0.0,0.0,0.0,0.0,0.0,9.0
завтра,0.0,0.0,0.0,0.0,0.0,0.0,9.0
ноября,0.0,0.0,0.0,0.0,0.0,9.0,0.0
прикладную,0.0,0.0,0.0,0.0,0.0,9.0,0.0
зачислении,0.0,0.0,0.0,0.0,0.0,0.0,9.0
мгупа,0.0,0.0,0.0,0.0,0.0,0.0,9.0
инженерия,9.0,0.0,0.0,0.0,0.0,0.0,0.0
финансирования,0.0,0.0,0.0,0.0,0.0,0.0,9.0
недели,9.0,0.0,0.0,0.0,0.0,0.0,0.0
консультацию,0.0,0.0,0.0,9.0,0.0,0.0,0.0
электронные,0.0,0.0,0.0,0.0,0.0,9.0,0.0
корпусах,9.0,0.0,0.0,0.0,0.0,0.0,0.0
эти,0.0,9.0,0.0,0.0,0.0,0.0,0.0
секции,0.0,0.0,0.0,0.0,0.0,0.0,9.0
физкультуре,0.0,0.0,0.0,0.0,0.0,9.0,0.0
какому,0.0,0.0,0.0,0.0,0.0,0.0,9.0
чат,0.0,9.0,0.0,0.0,0.0,0.0,0.0
зале,0.0,0.0,0.0,0.0,0.0,0.0,9.0
находится,0.0,0.0,0.0,0.0,0.0,0.0,9.0
восстановиться,0.0,0.0,0.0,0.0,0.0,9.0,0.0
снимать,8.0,0.0,0.0,0.0,0.0,0.0,0.0
самостоятельно,0.0,0.0,0.0,0.0,0.0,0.0,8.0
следующем,0.0,0.0,0.0,8.0,0.0,0.0,0.0
елена,0.0,0.0,0.0,0.0,0.0,0.0,8.0
желательно,0.0,0.0,0.0,8.0,0.0,0.0,0.0
занятий,0.0,0.0,0.0,0.0,0.0,0.0,8.0
стипуха,0.0,0.0,0.0,0.0,8.0,0.0,0.0
живт,0.0,0.0,0.0,8.0,0.0,0.0,0.0
карантин,0.0,0.0,0.0,0.0,8.0,0.0,0.0
максим,0.0,0.0,0.0,0.0,0.0,0.0,8.0
задачи,0.0,0.0,0.0,0.0,8.0,0.0,0.0
сих,0.0,0.0,0.0,8.0,0.0,0.0,0.0
магистратура,0.0,0.0,0.0,0.0,8.0,0.0,0.0
ситуация,0.0,0.0,8.0,0.0,0.0,0.0,0.0
инфа,0.0,0.0,0.0,8.0,0.0,0.0,0.0
летней,0.0,0.0,0.0,8.0,0.0,0.0,0.0
информацию,0.0,0.0,0.0,8.0,0.0,0.0,0.0
студак,0.0,0.0,0.0,0.0,0.0,0.0,8.0
ивт,8.0,0.0,0.0,0.0,0.0,0.0,0.0
заявления,0.0,0.0,0.0,0.0,0.0,8.0,0.0
субботу,0.0,0.0,0.0,0.0,0.0,0.0,8.0
соц,0.0,0.0,0.0,0.0,0.0,0.0,8.0
журналистики,0.0,0.0,8.0,0.0,0.0,0.0,0.0
направлений,8.0,0.0,0.0,0.0,0.0,0.0,0.0
ходит,0.0,0.0,0.0,0.0,0.0,0.0,8.0
примеры,0.0,8.0,0.0,0.0,0.0,0.0,0.0
очнозаочном,0.0,0.0,0.0,0.0,0.0,0.0,8.0
программная,8.0,0.0,0.0,0.0,0.0,0.0,0.0
академический,0.0,0.0,0.0,0.0,0.0,8.0,0.0
программирование,0.0,0.0,0.0,0.0,8.0,0.0,0.0
оплатить,0.0,0.0,0.0,0.0,8.0,0.0,0.0
оплаты,0.0,0.0,0.0,0.0,0.0,0.0,8.0
основном,8.0,0.0,0.0,0.0,0.0,0.0,0.0
писал,0.0,8.0,0.0,0.0,0.0,0.0,0.0
автазе,0.0,8.0,0.0,0.0,0.0,0.0,0.0
отзовитесь,0.0,0.0,0.0,0.0,0.0,8.0,0.0
влияет,0.0,0.0,0.0,8.0,0.0,0.0,0.0
отчислиться,0.0,0.0,0.0,8.0,0.0,0.0,0.0
перевожусь,0.0,8.0,0.0,0.0,0.0,0.0,0.0
почту,0.0,0.0,0.0,0.0,8.0,0.0,0.0
первокурсники,0.0,0.0,0.0,0.0,0.0,0.0,8.0
бюджете,0.0,0.0,0.0,8.0,0.0,0.0,0.0
продает,0.0,0.0,0.0,0.0,0.0,0.0,8.0
очнозаочной,8.0,0.0,0.0,0.0,0.0,0.0,0.0
действительно,0.0,0.0,0.0,0.0,8.0,0.0,0.0
kтo,0.0,0.0,8.0,0.0,0.0,0.0,0.0
мира,0.0,0.0,0.0,0.0,0.0,0.0,8.0
дипломе,0.0,0.0,0.0,8.0,0.0,0.0,0.0
медиаиндустрии,0.0,8.0,0.0,0.0,0.0,0.0,0.0
полиграфического,0.0,0.0,0.0,0.0,8.0,0.0,0.0
раньше,0.0,0.0,0.0,0.0,0.0,8.0,0.0
долги,0.0,0.0,8.0,0.0,0.0,0.0,0.0
разница,8.0,0.0,0.0,0.0,0.0,0.0,0.0
дальше,0.0,0.0,0.0,0.0,0.0,0.0,8.0
пор,0.0,0.0,0.0,8.0,0.0,0.0,0.0
например,0.0,0.0,0.0,0.0,0.0,8.0,0.0
этим,0.0,0.0,0.0,8.0,0.0,0.0,0.0
ю,0.0,0.0,0.0,0.0,0.0,7.0,0.0
заселение,7.0,0.0,0.0,0.0,0.0,0.0,0.0
бесплатный,0.0,0.0,0.0,0.0,0.0,7.0,0.0
языка,0.0,0.0,0.0,0.0,7.0,0.0,0.0
educationusa,0.0,0.0,0.0,0.0,0.0,0.0,7.0
августа,0.0,0.0,0.0,0.0,0.0,7.0,0.0
английский,0.0,0.0,0.0,7.0,0.0,0.0,0.0
чтоб,0.0,0.0,7.0,0.0,0.0,0.0,0.0
сша,0.0,0.0,0.0,0.0,0.0,0.0,7.0
знаю,0.0,0.0,0.0,0.0,0.0,0.0,7.0
зимней,0.0,0.0,0.0,0.0,0.0,7.0,0.0
издательском,0.0,0.0,0.0,0.0,0.0,0.0,7.0
играет,0.0,7.0,0.0,0.0,0.0,0.0,0.0
знаете,0.0,7.0,0.0,0.0,0.0,0.0,0.0
автоматизированных,0.0,7.0,0.0,0.0,0.0,0.0,0.0
думаете,0.0,0.0,0.0,0.0,7.0,0.0,0.0
заочников,0.0,0.0,0.0,7.0,0.0,0.0,0.0
выйти,7.0,0.0,0.0,0.0,0.0,0.0,0.0
дотацию,0.0,0.0,0.0,0.0,0.0,0.0,7.0
требуют,0.0,7.0,0.0,0.0,0.0,0.0,0.0
тройку,0.0,0.0,0.0,0.0,0.0,0.0,7.0
технологиях,0.0,0.0,0.0,7.0,0.0,0.0,0.0
технология,0.0,0.0,0.0,0.0,7.0,0.0,0.0
диаспора,0.0,7.0,0.0,0.0,0.0,0.0,0.0
даты,0.0,0.0,0.0,0.0,7.0,0.0,0.0
участие,0.0,0.0,7.0,0.0,0.0,0.0,0.0
графике,0.0,0.0,7.0,0.0,0.0,0.0,0.0
высшее,0.0,0.0,0.0,0.0,0.0,0.0,7.0
выпускники,0.0,0.0,0.0,0.0,0.0,7.0,0.0
журналистику,0.0,0.0,0.0,0.0,7.0,0.0,0.0
будем,0.0,0.0,0.0,7.0,0.0,0.0,0.0
физику,0.0,0.0,0.0,0.0,0.0,7.0,0.0
восстановление,0.0,0.0,0.0,7.0,0.0,0.0,0.0
формате,0.0,7.0,0.0,0.0,0.0,0.0,0.0
формы,0.0,0.0,0.0,0.0,0.0,7.0,0.0
задания,0.0,0.0,7.0,0.0,0.0,0.0,0.0
внутри,0.0,7.0,0.0,0.0,0.0,0.0,0.0
дотация,0.0,0.0,0.0,0.0,0.0,7.0,0.0
закрыл,0.0,0.0,0.0,0.0,0.0,7.0,0.0
варианты,0.0,7.0,0.0,0.0,0.0,0.0,0.0
хотят,0.0,7.0,0.0,0.0,0.0,0.0,0.0
быстро,0.0,0.0,0.0,0.0,0.0,7.0,0.0
иидиж,0.0,0.0,0.0,0.0,0.0,0.0,7.0
полтора,0.0,0.0,0.0,7.0,0.0,0.0,0.0
оплату,0.0,0.0,0.0,7.0,0.0,0.0,0.0
карантина,0.0,0.0,0.0,0.0,7.0,0.0,0.0
пишут,0.0,0.0,0.0,7.0,0.0,0.0,0.0
кафедра,0.0,0.0,0.0,0.0,7.0,0.0,0.0
сказали,0.0,0.0,0.0,0.0,0.0,0.0,7.0
ке,0.0,0.0,0.0,0.0,0.0,0.0,7.0
прийти,0.0,0.0,0.0,0.0,0.0,0.0,7.0
киберфизические,0.0,0.0,0.0,0.0,7.0,0.0,0.0
системная,7.0,0.0,0.0,0.0,0.0,0.0,0.0
красного,7.0,0.0,0.0,0.0,0.0,0.0,0.0
отсрочку,0.0,0.0,0.0,7.0,0.0,0.0,0.0
мало,0.0,0.0,0.0,0.0,0.0,7.0,0.0
разработка,0.0,0.0,7.0,0.0,0.0,0.0,0.0
отчислят,0.0,0.0,0.0,0.0,7.0,0.0,0.0
окончания,0.0,0.0,7.0,0.0,0.0,0.0,0.0
официально,0.0,7.0,0.0,0.0,0.0,0.0,0.0
